Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2025-11-23,0.004452,0.004467,1.2e-05,0.003302,0.003302,3181,HOOD37295-USD
2025-11-23,0.003256,0.003261,0.002971,0.00317,0.00317,26471,HYPER36428-USD
2025-11-24,0.003302,0.003302,0.002946,0.002964,0.002964,0,HOOD37295-USD
2025-11-24,86798.77,89206.34,85272.2,88270.56,88270.56,74433896110,BTC-USD
2025-11-24,0.00317,0.004028,0.002968,0.003261,0.003261,40664,HYPER36428-USD
2025-11-25,0.002964,0.003856,0.001685,0.002645,0.002645,299646,HOOD37295-USD
2025-11-25,88269.96,88457.34,86131.43,87341.89,87341.89,64837343545,BTC-USD
2025-11-25,0.003272,0.003289,0.002227,0.002852,0.002852,88151,HYPER36428-USD
2025-11-26,0.002645,0.003069,7.4e-05,0.000155,0.000155,243377,HOOD37295-USD
2025-11-26,87345.59,90581.16,86316.9,90518.37,90518.37,66496301869,BTC-USD
2025-11-26,0.002852,0.003089,0.002814,0.002915,0.002915,21721,HYPER36428-USD
2025-11-27,0.000155,0.000335,0.000148,0.000278,0.000278,276131,HOOD37295-USD
2025-11-27,90517.77,91897.58,90089.52,91285.38,91285.38,57040622845,BTC-USD
2025-11-27,0.002915,0.00318,0.002905,0.003067,0.003067,21181,HYPER36428-USD
2025-11-28,0.003067,0.003249,0.0029,0.003182,0.003182,21474,HYPER36428-USD
2025-11-28,0.000248,0.002316,0.000142,0.001071,0.001071,355956,HOOD37295-USD
2025-11-28,91285.38,92969.09,90257.12,90919.27,90919.27,60895830289,BTC-USD
2025-11-29,0.003182,0.003191,0.002837,0.003043,0.003043,22405,HYPER36428-USD
2025-11-29,0.001071,0.676117,3.4e-05,0.081214,0.081214,0,HOOD37295-USD
2025-11-29,90918.74,91187.62,90260.19,90851.76,90851.76,37921773455,BTC-USD
2025-11-30,0.003043,0.003205,3.1e-05,3.1e-05,3.1e-05,276673,HYPER36428-USD
2025-11-30,0.081214,1.4019,0.00162,0.072958,0.072958,0,HOOD37295-USD
2025-11-30,90838.21,91965.05,90394.31,90394.31,90394.31,38497902869,BTC-USD
